"Parent_OrphaCode"|"OrphaCode"|"Classification"|"Root_OrphaCode"
280898|3437|"Orphanet classification of rare ophthalmic disorders"|97966
98715|280892|"Orphanet classification of rare ophthalmic disorders"|97966
280892|280930|"Orphanet classification of rare ophthalmic disorders"|97966
280930|797|"Orphanet classification of rare ophthalmic disorders"|97966
280930|117|"Orphanet classification of rare ophthalmic disorders"|97966
280930|379|"Orphanet classification of rare ophthalmic disorders"|97966
280892|279919|"Orphanet classification of rare ophthalmic disorders"|97966
280892|90061|"Orphanet classification of rare ophthalmic disorders"|97966
90061|580951|"Orphanet classification of rare ophthalmic disorders"|97966
90061|280917|"Orphanet classification of rare ophthalmic disorders"|97966
90061|279928|"Orphanet classification of rare ophthalmic disorders"|97966
90061|35686|"Orphanet classification of rare ophthalmic disorders"|97966
90061|179|"Orphanet classification of rare ophthalmic disorders"|97966
98715|280886|"Orphanet classification of rare ophthalmic disorders"|97966
280886|306648|"Orphanet classification of rare ophthalmic disorders"|97966
306648|263479|"Orphanet classification of rare ophthalmic disorders"|97966
306648|209959|"Orphanet classification of rare ophthalmic disorders"|97966
306648|79098|"Orphanet classification of rare ophthalmic disorders"|97966
280886|280926|"Orphanet classification of rare ophthalmic disorders"|97966
280926|91500|"Orphanet classification of rare ophthalmic disorders"|97966
280926|90340|"Orphanet classification of rare ophthalmic disorders"|97966
280926|85438|"Orphanet classification of rare ophthalmic disorders"|97966
280926|85410|"Orphanet classification of rare ophthalmic disorders"|97966
280926|85408|"Orphanet classification of rare ophthalmic disorders"|97966
280926|1451|"Orphanet classification of rare ophthalmic disorders"|97966
280926|797|"Orphanet classification of rare ophthalmic disorders"|97966
280926|117|"Orphanet classification of rare ophthalmic disorders"|97966
280926|379|"Orphanet classification of rare ophthalmic disorders"|97966
280886|280914|"Orphanet classification of rare ophthalmic disorders"|97966
280886|279922|"Orphanet classification of rare ophthalmic disorders"|97966
98715|279914|"Orphanet classification of rare ophthalmic disorders"|97966
520814|519298|"Orphanet classification of rare ophthalmic disorders"|97966
520814|140653|"Orphanet classification of rare ophthalmic disorders"|97966
140653|519341|"Orphanet classification of rare ophthalmic disorders"|97966
519341|100|"Orphanet classification of rare ophthalmic disorders"|97966
519341|95|"Orphanet classification of rare ophthalmic disorders"|97966
519341|233|"Orphanet classification of rare ophthalmic disorders"|97966
519341|98687|"Orphanet classification of rare ophthalmic disorders"|97966
519341|64753|"Orphanet classification of rare ophthalmic disorders"|97966
519341|1168|"Orphanet classification of rare ophthalmic disorders"|97966
519341|140874|"Orphanet classification of rare ophthalmic disorders"|97966
519341|98756|"Orphanet classification of rare ophthalmic disorders"|97966
519341|98755|"Orphanet classification of rare ophthalmic disorders"|97966
519341|79256|"Orphanet classification of rare ophthalmic disorders"|97966
519341|79255|"Orphanet classification of rare ophthalmic disorders"|97966
519341|279882|"Orphanet classification of rare ophthalmic disorders"|97966
519341|77261|"Orphanet classification of rare ophthalmic disorders"|97966
519341|1183|"Orphanet classification of rare ophthalmic disorders"|97966
519341|99027|"Orphanet classification of rare ophthalmic disorders"|97966
519341|702|"Orphanet classification of rare ophthalmic disorders"|97966
519341|529574|"Orphanet classification of rare ophthalmic disorders"|97966
140653|519343|"Orphanet classification of rare ophthalmic disorders"|97966
519343|1389|"Orphanet classification of rare ophthalmic disorders"|97966
519343|480898|"Orphanet classification of rare ophthalmic disorders"|97966
519343|488642|"Orphanet classification of rare ophthalmic disorders"|97966
519343|488613|"Orphanet classification of rare ophthalmic disorders"|97966
519343|420556|"Orphanet classification of rare ophthalmic disorders"|97966
519343|457351|"Orphanet classification of rare ophthalmic disorders"|97966
519343|447788|"Orphanet classification of rare ophthalmic disorders"|97966
519343|477814|"Orphanet classification of rare ophthalmic disorders"|97966
519343|411986|"Orphanet classification of rare ophthalmic disorders"|97966
519343|363722|"Orphanet classification of rare ophthalmic disorders"|97966
519343|98688|"Orphanet classification of rare ophthalmic disorders"|97966
519343|2512|"Orphanet classification of rare ophthalmic disorders"|97966
519343|550|"Orphanet classification of rare ophthalmic disorders"|97966
140653|519355|"Orphanet classification of rare ophthalmic disorders"|97966
519355|98681|"Orphanet classification of rare ophthalmic disorders"|97966
98681|98683|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3293|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3270|"Orphanet classification of rare ophthalmic disorders"|97966
98683|73246|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2713|"Orphanet classification of rare ophthalmic disorders"|97966
98683|522077|"Orphanet classification of rare ophthalmic disorders"|97966
98683|467176|"Orphanet classification of rare ophthalmic disorders"|97966
98683|562559|"Orphanet classification of rare ophthalmic disorders"|97966
98683|85283|"Orphanet classification of rare ophthalmic disorders"|97966
98683|79435|"Orphanet classification of rare ophthalmic disorders"|97966
98683|79434|"Orphanet classification of rare ophthalmic disorders"|97966
98683|35612|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2804|"Orphanet classification of rare ophthalmic disorders"|97966
98683|799|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3026|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3010|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2999|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2715|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1581|"Orphanet classification of rare ophthalmic disorders"|97966
98683|44|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1568|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3474|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2963|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3055|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3052|"Orphanet classification of rare ophthalmic disorders"|97966
98683|228390|"Orphanet classification of rare ophthalmic disorders"|97966
98683|228399|"Orphanet classification of rare ophthalmic disorders"|97966
98683|436141|"Orphanet classification of rare ophthalmic disorders"|97966
98683|363528|"Orphanet classification of rare ophthalmic disorders"|97966
98683|98684|"Orphanet classification of rare ophthalmic disorders"|97966
98683|93293|"Orphanet classification of rare ophthalmic disorders"|97966
98683|45358|"Orphanet classification of rare ophthalmic disorders"|97966
98683|570|"Orphanet classification of rare ophthalmic disorders"|97966
98683|861|"Orphanet classification of rare ophthalmic disorders"|97966
98683|272|"Orphanet classification of rare ophthalmic disorders"|97966
98683|588|"Orphanet classification of rare ophthalmic disorders"|97966
98683|578|"Orphanet classification of rare ophthalmic disorders"|97966
98683|35737|"Orphanet classification of rare ophthalmic disorders"|97966
98683|77301|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2557|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2744|"Orphanet classification of rare ophthalmic disorders"|97966
98683|908|"Orphanet classification of rare ophthalmic disorders"|97966
98683|33445|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2511|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2471|"Orphanet classification of rare ophthalmic disorders"|97966
98683|559|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2968|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1313|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2307|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2163|"Orphanet classification of rare ophthalmic disorders"|97966
98683|99803|"Orphanet classification of rare ophthalmic disorders"|97966
98683|77260|"Orphanet classification of rare ophthalmic disorders"|97966
98683|50817|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3038|"Orphanet classification of rare ophthalmic disorders"|97966
98683|3214|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2674|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1548|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1369|"Orphanet classification of rare ophthalmic disorders"|97966
98683|190|"Orphanet classification of rare ophthalmic disorders"|97966
98683|85278|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1381|"Orphanet classification of rare ophthalmic disorders"|97966
98683|175|"Orphanet classification of rare ophthalmic disorders"|97966
98683|50815|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1246|"Orphanet classification of rare ophthalmic disorders"|97966
98683|2057|"Orphanet classification of rare ophthalmic disorders"|97966
98683|100|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1188|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1129|"Orphanet classification of rare ophthalmic disorders"|97966
98683|1064|"Orphanet classification of rare ophthalmic disorders"|97966
98683|79281|"Orphanet classification of rare ophthalmic disorders"|97966
519355|519347|"Orphanet classification of rare ophthalmic disorders"|97966
519347|590|"Orphanet classification of rare ophthalmic disorders"|97966
519347|2743|"Orphanet classification of rare ophthalmic disorders"|97966
519347|298|"Orphanet classification of rare ophthalmic disorders"|97966
519347|1876|"Orphanet classification of rare ophthalmic disorders"|97966
