"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
263494|"Childhood"|"No data available"|"Autosomal recessive"
3023|"Neonatal"|"normal life expectancy"|"Autosomal dominant, Not applicable, Unknown"
263487|"Childhood"|""|"Autosomal recessive"
263458|"Adolescent, Adult"|"No data available"|"Autosomal dominant"
263455|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
1832|"Neonatal"|"infantile"|"Autosomal recessive"
3018|"Infancy, Neonatal"|"No data available"|"Unknown"
3019|"Infancy"|"normal life expectancy"|"Autosomal recessive"
263463|"Antenatal, Neonatal"|"early childhood"|"Autosomal recessive"
263432|"All ages"|""|"Not applicable"
263425|"All ages"|""|"Not applicable"
3015|"Neonatal"|"normal life expectancy"|""
263435|"Infancy, Neonatal"|""|"Not applicable"
3016|"Antenatal, Neonatal"|"infantile"|""
263410|"Infancy, Neonatal"|""|"Autosomal recessive"
3010|"Infancy, Neonatal"|"No data available"|""
3011|"Childhood"|"No data available"|"Autosomal recessive"
769|"Infancy, Neonatal"|""|"Autosomal recessive"
263413|"Adult"|""|"Not applicable"
3003|"Antenatal, Neonatal"|"infantile, stillbirth"|"Autosomal recessive"
263335|"Adult"|""|"Not applicable"
263339|"Adult"|""|"Not applicable"
3005|"Infancy, Neonatal"|""|"Autosomal recessive"
263347|"Childhood"|""|"Autosomal dominant"
263352|""|""|"Not applicable"
3004|"Infancy, Neonatal"|""|""
263310|"Adult"|""|"Not applicable"
2997|"Neonatal"|"normal life expectancy"|""
263317|"Adult"|""|"Not applicable"
263324|"Adult"|""|"Not applicable"
2999|"Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
263331|"Adult"|""|"Not applicable"
2990|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
263297|"Childhood"|"No data available"|"Autosomal recessive"
2987|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
2985|"Infancy, Neonatal"|"No data available"|"Unknown"
2989|"Adolescent, Adult"|""|"Autosomal dominant"
2988|"Neonatal"|"No data available"|"Autosomal dominant, X-linked dominant"
3138|"Adolescent, Antenatal, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
3145|"Infancy"|"No data available"|""
3143|"Adult"|""|""
3144|"Antenatal"|"embryofetal, stillbirth"|"Autosomal recessive"
3132|"Infancy, Neonatal"|"No data available"|"Unknown"
3130|"Adolescent, Adult, Childhood"|"No data available"|"Not applicable"
798|"Antenatal, Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal dominant, Not applicable"
3134|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
3121|"Infancy, Neonatal"|""|"Unknown"
2909|"Infancy, Neonatal"|""|"Autosomal recessive"
3110|"Childhood"|""|"Unknown"
3115|"Childhood, Infancy"|"No data available"|""
3101|"Childhood"|"No data available"|""
3102|"Infancy, Neonatal"|""|"Autosomal recessive"
3104|"Neonatal"|"No data available"|""
3107|"Infancy, Neonatal"|""|"Autosomal dominant"
3109|"Adolescent, Antenatal"|"normal life expectancy"|"Autosomal dominant, Not applicable"
3086|"All ages"|"normal life expectancy"|"Autosomal dominant"
3088|"Childhood, Infancy"|"early childhood"|"Autosomal dominant"
3097|"Infancy, Neonatal"|"early childhood, infantile, stillbirth"|""
3098|"Neonatal"|"early childhood"|""
3078|"Infancy, Neonatal"|"early childhood"|"X-linked recessive"
3077|"Childhood"|""|"X-linked dominant"
3080|"Neonatal"|"No data available"|""
3079|"Neonatal"|"No data available"|""
3063|"Adolescent, Childhood, Infancy"|"No data available"|"X-linked recessive"
3068|"Neonatal"|"normal life expectancy"|""
2886|"Antenatal, Neonatal"|"infantile"|""
2885|"No data available"|"No data available"|""
2884|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
2881|"Infancy, Neonatal"|"early childhood, infantile"|"Autosomal recessive"
2879|"Infancy, Neonatal"|"any age"|"Autosomal recessive"
2878|"Neonatal"|"normal life expectancy"|""
2892|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
2891|"Infancy"|"No data available"|""
2889|"Infancy, Neonatal"|""|"Autosomal recessive"
2890|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
2888|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
268770|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
2865|"Infancy, Neonatal"|""|"Unknown"
2866|"Antenatal, Neonatal"|"No data available"|""
268766|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
2863|"Infancy, Neonatal"|"No data available"|""
268762|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268758|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268752|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268748|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268744|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268740|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
2875|"Neonatal"|""|"Not applicable"
2876|"Infancy, Neonatal"|""|"Autosomal recessive"
2874|"Infancy, Neonatal"|""|"Unknown"
268813|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268810|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
2871|"Neonatal"|"No data available"|""
2872|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive, Not applicable"
2867|"Infancy, Neonatal"|"infantile"|"Unknown"
2868|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
2846|"All ages"|""|"Not applicable"
2842|"Infancy, Neonatal"|""|"Autosomal recessive, Not applicable, X-linked recessive"
2848|"Childhood, Infancy, Neonatal"|"No data available"|""
2847|"Infancy, Neonatal"|""|"Autosomal recessive, Not applicable"
2838|"Neonatal"|"No data available"|""
268322|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
2840|"Antenatal, Neonatal"|"normal life expectancy"|""
2839|"Infancy, Neonatal"|""|"Autosomal dominant"
268337|""|""|"Autosomal recessive"
268384|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
2855|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
2854|"Infancy, Neonatal"|""|"Autosomal recessive"
268388|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268392|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
708|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
268397|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268363|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268366|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
2850|"Neonatal"|"No data available"|""
268369|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268377|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
268114|"Childhood, Infancy"|""|"Unknown"
2825|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
2826|"Childhood"|"No data available"|"Autosomal dominant"
268139|"Childhood"|""|"Not applicable"
268129|"All ages"|""|"Autosomal dominant"
2819|"Infancy"|"No data available"|""
2820|"No data available"|"No data available"|"Autosomal dominant"
2821|"Childhood"|"No data available"|""
2822|"Adolescent, Adult, Childhood, Infancy"|"normal life expectancy"|"Autosomal recessive"
2835|"Neonatal"|"No data available"|"Unknown"
268261|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2836|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
268249|"Infancy, Neonatal"|"any age"|"Not applicable"
268316|""|""|"Not applicable"
268162|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
2832|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
268145|"Neonatal"|"any age"|"Autosomal recessive"
268184|"Infancy"|""|"Autosomal recessive"
2833|"Childhood, Infancy, Neonatal"|"normal life expectancy"|""
2834|"Infancy, Neonatal"|""|"Autosomal recessive"
268173|"Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
2969|"Infancy, Neonatal"|""|"Autosomal dominant"
2964|"Neonatal"|"normal life expectancy"|"Autosomal dominant"
2962|"Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal recessive"
2973|"Neonatal"|""|""
2972|"Childhood"|"No data available"|"No data available"
750|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
2976|"Antenatal, Neonatal"|"No data available"|""
2975|"No data available"|"No data available"|"Unknown"
2980|""|""|"Autosomal recessive"
2978|"All ages"|""|""
2946|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
1848|"Antenatal, Neonatal"|"infantile"|"Autosomal recessive"
2951|"Infancy, Neonatal"|"No data available"|"Unknown"
2947|"Neonatal"|"normal life expectancy"|"Autosomal dominant"
264978|"All ages"|"any age"|""
2956|"Neonatal"|"No data available"|""
2952|"Neonatal"|"infantile"|"Autosomal recessive"
740|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
2959|"Infancy, Neonatal"|""|"Autosomal dominant"
2957|"Infancy, Neonatal"|""|"Autosomal dominant"
2958|"Childhood"|""|"X-linked recessive"
2924|"Adult"|"normal life expectancy"|"Autosomal dominant, Not applicable"
2926|"Neonatal"|"normal life expectancy"|""
2928|"Adult"|"normal life expectancy"|""
2930|"Adult, Elderly"|"elderly"|"Not applicable"
2935|"Antenatal"|"normal life expectancy"|"Autosomal dominant"
2934|"Infancy, Neonatal"|"infantile, late childhood, stillbirth"|"Autosomal recessive"
2941|"Antenatal, Neonatal"|"No data available"|""
2940|"Antenatal, Infancy, Neonatal"|"any age"|"Multigenic/multifactorial, Not applicable"
2896|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
2899|"Childhood"|"No data available"|"Autosomal recessive"
2900|"Infancy, Neonatal"|""|"Autosomal dominant"
2905|"Adult, Elderly"|"adult, elderly, normal life expectancy"|"Unknown"
264450|"Antenatal, Neonatal"|""|""
2907|"Infancy, Neonatal"|"normal life expectancy"|""
2911|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive, Multigenic/multifactorial, Not applicable"
264580|"Childhood"|"normal life expectancy"|"Autosomal recessive, X-linked recessive"
2916|"Neonatal"|"normal life expectancy"|""
2917|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
2919|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
264675|"Adolescent, Adult, Childhood, Elderly, Infancy"|"No data available"|"Autosomal recessive"
2920|"Infancy, Neonatal"|""|"Autosomal recessive"
264691|"Childhood"|""|"Not applicable"
2921|"Infancy, Neonatal"|""|"Autosomal recessive"
264688|"Infancy, Neonatal"|""|"Not applicable, Unknown"
3374|"Neonatal"|"No data available"|"Autosomal dominant"
275803|"All ages"|""|"Not applicable"
275808|"Adult"|"adult"|"Not applicable"
275813|"Adult"|"adult"|"No data available"
1717|"Infancy, Neonatal"|"No data available"|""
3377|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
275823|"All ages"|"any age"|"Not applicable"
3368|"Infancy, Neonatal"|""|"Unknown"
275777|"All ages"|"any age"|"Autosomal dominant, Autosomal recessive"
275786|"Adolescent, Adult, Childhood, Elderly"|"adolescent, adult, early childhood, elderly, late childhood, young Adult"|"Multigenic/multifactorial"
275791|"All ages"|""|"Not applicable"
3369|"No data available"|"No data available"|"Unknown"
275798|"All ages"|"any age"|"Not applicable"
3363|"Infancy, Neonatal"|""|"Autosomal recessive"
275761|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
3366|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Not applicable"
3365|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
275766|"All ages"|"adult"|"Not applicable"
3361|"Neonatal"|"normal life expectancy"|""
3408|"No data available"|"No data available"|"Autosomal dominant"
276148|""|""|"Not applicable"
3409|"Infancy"|"No data available"|""
276145|"Adult"|""|""
276161|"All ages"|""|"Autosomal dominant, Not applicable"
3412|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
276152|"Adult"|""|"Autosomal dominant, Not applicable"
3403|"Infancy, Neonatal"|"early childhood"|"Not applicable"
3404|"Neonatal"|"infantile"|"Autosomal recessive"
276066|"Infancy, Neonatal"|""|"Unknown"
275872|"Adult"|"adult"|"Autosomal dominant"
3383|"Neonatal"|"normal life expectancy"|""
3384|"Infancy, Neonatal"|""|"Autosomal recessive, Not applicable"
275864|"Adult"|"elderly"|"Autosomal dominant"
275944|"Infancy, Neonatal"|""|""
3387|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
1723|"Antenatal, Neonatal"|""|""
275828|"All ages"|"any age"|"Multigenic/multifactorial, Not applicable"
1724|"Antenatal, Neonatal"|""|""
1747|"Antenatal, Neonatal"|""|""
3329|"Infancy, Neonatal"|""|"Autosomal dominant"
3328|"Infancy, Neonatal"|""|"Unknown"
3327|"Childhood"|"No data available"|"Autosomal recessive"
3326|"Antenatal, Neonatal"|"infantile"|"Autosomal recessive"
3322|"Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal dominant, Autosomal recessive, X-linked recessive"
3317|"Infancy, Neonatal"|""|"Autosomal dominant"
3316|"Antenatal, Neonatal"|"infantile, stillbirth"|"Autosomal recessive"
3314|"Adolescent"|"normal life expectancy"|"Not applicable"
3355|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
275555|"Adult"|"adult"|"Not applicable"
275543|"Infancy, Neonatal"|"early childhood"|"X-linked recessive"
3353|"Neonatal"|"normal life expectancy"|""
275534|"Infancy, Neonatal"|""|"Autosomal recessive"
275523|"All ages"|""|"Unknown"
3351|"Childhood"|"normal life expectancy"|"Autosomal dominant"
275517|"Childhood"|""|"Autosomal recessive"
3352|"Childhood"|"any age"|"Autosomal dominant"
3350|"Neonatal"|"normal life expectancy"|""
3344|"Neonatal"|"normal life expectancy"|""
3347|"All ages"|"elderly"|"Not applicable"
3341|"Infancy, Neonatal"|""|"X-linked dominant"
3342|"Childhood, Infancy"|"any age"|"Autosomal recessive"
3339|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
3338|"Infancy, Neonatal"|""|"Autosomal recessive"
3469|"Infancy, Neonatal"|""|"Autosomal recessive"
3472|"Neonatal"|"infantile"|"Autosomal recessive"
3471|"Adult"|"normal life expectancy"|"Autosomal recessive"
3319|"Neonatal"|"infantile"|"Autosomal recessive"
3473|"Neonatal"|""|"Autosomal recessive"
3459|"Childhood"|""|"X-linked dominant, X-linked recessive"
3464|"Adolescent, Childhood"|"No data available"|"Autosomal recessive"
3466|"Childhood"|"any age"|"Autosomal dominant"
3465|"Childhood"|"normal life expectancy"|"Autosomal dominant, Not applicable"
2749|"Infancy, Neonatal"|""|""
2995|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Not applicable"
3200|"Infancy, Neonatal"|"No data available"|"Unknown"
1570|"Neonatal"|"normal life expectancy"|""
3243|"Adult"|""|"Multigenic/multifactorial"
1827|"Antenatal, Neonatal"|"early childhood, infantile"|"Autosomal dominant"
2076|"Childhood"|""|"X-linked dominant, X-linked recessive"
3424|"Neonatal"|"normal life expectancy"|""
3433|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
3429|"Neonatal"|"infantile"|""
2460|"Infancy, Neonatal"|""|"Autosomal recessive"
3416|"Adolescent, Childhood"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
3417|"No data available"|"No data available"|"X-linked recessive"
269229|"Infancy, Neonatal"|""|"Not applicable"
3453|"Adolescent, Childhood"|"adult"|"Autosomal recessive"
3448|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
3449|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
3456|"Infancy, Neonatal"|"No data available"|""
3454|"Neonatal"|"No data available"|"Not applicable, X-linked recessive"
3455|"Antenatal, Neonatal"|"adolescent, adult, early childhood, infantile, late childhood, stillbirth, young Adult"|"Autosomal recessive"
3434|"Antenatal, Neonatal"|""|""
1856|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
280315|"Adult"|""|"Not applicable"
280302|"Adult"|""|"Not applicable"
280333|"Childhood"|""|"Autosomal recessive"
280325|"Infancy, Neonatal"|""|""
280293|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
280288|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
3194|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
280365|"Adult"|""|"Semi-dominant"
280379|"Adult"|""|"Autosomal recessive"
3197|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
3199|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
3184|"Infancy, Neonatal"|""|"Autosomal dominant"
3186|"Antenatal, Neonatal"|"infantile, stillbirth"|""
3191|"Neonatal"|"adult"|""
3193|"All ages"|"No data available"|"Autosomal dominant"
280356|"Childhood"|""|"Autosomal dominant"
3214|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
280403|"Infancy, Neonatal"|""|"Autosomal dominant"
280406|"Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal recessive"
3210|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
3201|"Infancy, Neonatal"|""|"Unknown"
280384|"Infancy, Neonatal"|""|"Autosomal recessive"
280397|"Adult"|""|"Autosomal dominant"
280576|"Childhood"|""|"Autosomal recessive"
3220|"Childhood"|"No data available"|"Autosomal recessive"
3219|"Infancy, Neonatal"|""|"Autosomal recessive"
3222|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"X-linked recessive"
280586|"Infancy, Neonatal"|""|"Autosomal recessive"
3217|"Childhood"|"adult, young Adult"|""
280553|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
280558|"Infancy, Neonatal"|""|"Autosomal recessive"
3216|"Neonatal"|"normal life expectancy"|"Unknown"
3218|"Neonatal"|"No data available"|""
647|"Infancy, Neonatal"|"adolescent, adult, early childhood, late childhood, young Adult"|"Autosomal recessive"
280062|"Adult"|"any age"|"Not applicable"
279947|"Adolescent, Adult"|"normal life expectancy"|"Not applicable"
279943|"All ages"|"normal life expectancy"|"Autosomal dominant"
279934|"Childhood, Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
3152|"Childhood, Neonatal"|"adult"|"Autosomal recessive"
279925|"All ages"|""|""
279922|"All ages"|""|""
280142|"Infancy, Neonatal"|""|"Autosomal recessive"
3164|"Neonatal"|"normal life expectancy"|""
3168|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
280133|"Childhood"|""|"Autosomal recessive"
3163|"Neonatal"|"normal life expectancy"|"Autosomal dominant"
1479|"No data available"|"No data available"|"Autosomal dominant"
3156|"Adolescent, Adult, Childhood, Infancy"|"any age"|"Autosomal recessive"
280071|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
