"OrphaCode"|"Name"|"Group"|"Type"|"OMIM"
141276|"Tessier number 7 facial cleft"|"Disorder"|"Morphological anomaly"|613545
141265|"Tessier number 6 facial cleft"|"Disorder"|"Morphological anomaly"|
1466|"COFS syndrome"|"Subtype of disorder"|"Clinical subtype"|616570
141269|"Lateral facial cleft"|"Group of disorders"|"Clinical group"|
141327|"Orofaciodigital syndrome type 12"|"Disorder"|"Malformation syndrome"|
141330|"Orofaciodigital syndrome type 13"|"Disorder"|"Malformation syndrome"|
1471|"Coloboma of macula-brachydactyly type B syndrome"|"Disorder"|"Malformation syndrome"|120400
141288|"Midline cervical cleft"|"Disorder"|"Morphological anomaly"|
141291|"Cleft lip and alveolus"|"Disorder"|"Morphological anomaly"|608874
141091|"Polyrrhinia"|"Disorder"|"Malformation syndrome"|
141083|"Nasolacrimal duct cyst"|"Disorder"|"Morphological anomaly"|
1410|"Uncombable hair syndrome"|"Disorder"|"Disease"|617252
141099|"Proboscis lateralis"|"Disorder"|"Malformation syndrome"|
141096|"Supernumerary nostril"|"Disorder"|"Malformation syndrome"|
1412|"Tarsal-carpal coalition syndrome"|"Disorder"|"Malformation syndrome"|186570
141107|"Nasopharyngeal teratoma"|"Subtype of disorder"|"Clinical subtype"|
141103|"Nasal dermoid cyst"|"Disorder"|"Morphological anomaly"|600679
141115|"Nasal ganglioglioma"|"Subtype of disorder"|"Clinical subtype"|
1416|"Familial calcium pyrophosphate deposition"|"Disorder"|"Disease"|600668
141112|"Nasal glial heterotopia"|"Disorder"|"Disease"|
1394|"Cerebrofaciothoracic dysplasia"|"Disorder"|"Malformation syndrome"|213980
141051|"Facial dermoid cyst"|"Disorder"|"Morphological anomaly"|
141064|"Lower lip fistula"|"Disorder"|"Morphological anomaly"|
141061|"Commissural lip fistula"|"Disorder"|"Morphological anomaly"|
141071|"Digestive duplication cyst of the tongue"|"Disorder"|"Morphological anomaly"|
1397|"Hydrocephaly-cerebellar agenesis syndrome"|"Disorder"|"Malformation syndrome"|307010
141067|"Cervicofacial fibrochondroma"|"Disorder"|"Morphological anomaly"|
1398|"Isolated cerebellar agenesis"|"Disorder"|"Morphological anomaly"|
1399|"Richards-Rundle syndrome"|"Disorder"|"Malformation syndrome"|245100
141077|"Epignathus"|"Subtype of disorder"|"Clinical subtype"|
1401|"CHAND syndrome"|"Disorder"|"Malformation syndrome"|214350
141074|"External auditory canal aplasia/hypoplasia"|"Disorder"|"Morphological anomaly"|607842
141152|"Isolated congenital hypoglossia/aglossia"|"Disorder"|"Morphological anomaly"|612776
174|"Metaphyseal chondrodysplasia, Schmid type"|"Disorder"|"Disease"|156500
141163|"Glossopalatine ankylosis"|"Disorder"|"Malformation syndrome"|
141168|"Frontonasal arteriovenous malformation"|"Disorder"|"Malformation syndrome"|
141171|"Maxillary arteriovenous malformation"|"Disorder"|"Malformation syndrome"|
1425|"Desbuquois syndrome"|"Disorder"|"Malformation syndrome"|615777
141174|"Mandibular arteriovenous malformation"|"Disorder"|"Malformation syndrome"|
141179|"Non-involuting congenital hemangioma"|"Disorder"|"Disease"|
141118|"Nasal encephalocele"|"Subtype of disorder"|"Clinical subtype"|
141121|"Congenital subglottic stenosis"|"Disorder"|"Malformation syndrome"|
141124|"Congenital laryngeal cyst"|"Disorder"|"Morphological anomaly"|
141127|"Congenital tracheal stenosis"|"Disorder"|"Morphological anomaly"|603569
141132|"Oculo-auriculo-vertebral spectrum"|"Disorder"|"Malformation syndrome"|
141145|"Hemifacial hyperplasia"|"Disorder"|"Malformation syndrome"|133900
141148|"Hemifacial myohyperplasia"|"Disorder"|"Malformation syndrome"|606773
156728|"Spondyloepimetaphyseal dysplasia, matrilin-3 type"|"Disorder"|"Disease"|608728
1375|"Cataract-hypertrichosis-intellectual disability syndrome"|"Disorder"|"Malformation syndrome"|211770
163|"Hereditary hyperferritinemia-cataract syndrome"|"Disorder"|"Disease"|600886
156643|"Genetic endocrine growth disease"|"Group of disorders"|"Category"|
156638|"Rare genetic endocrine disease"|"Group of disorders"|"Category"|
156629|"Rare genetic cause of hypertension"|"Group of disorders"|"Category"|
1373|"Cataract-aberrant oral frenula-growth delay syndrome"|"Disorder"|"Malformation syndrome"|115645
156622|"Genetic urogenital tract malformation"|"Group of disorders"|"Category"|
156619|"Rare genetic urogenital disease"|"Group of disorders"|"Category"|
1368|"Cataract-ataxia-deafness syndrome"|"Disorder"|"Disease"|212710
156610|"Rare genetic respiratory disease"|"Group of disorders"|"Category"|
1366|"Autosomal recessive palmoplantar keratoderma and congenital alopecia"|"Disorder"|"Disease"|212360
156607|"Genetic biliary tract disease"|"Group of disorders"|"Category"|
156604|"Genetic parenchymatous liver disease"|"Group of disorders"|"Category"|
156601|"Rare genetic hepatic disease"|"Group of disorders"|"Category"|
156532|"Rare syndrome with cardiac malformations"|"Group of disorders"|"Category"|
156252|"Tracheal anomaly"|"Group of disorders"|"Category"|
1361|"Carnosinase deficiency"|"Disorder"|"Biological anomaly"|212200
1393|"Cerebrocostomandibular syndrome"|"Disorder"|"Malformation syndrome"|117650
157823|"Klüver-Bucy syndrome"|"Disorder"|"Clinical syndrome"|
157826|"Congenital epulis"|"Disorder"|"Disease"|
157808|"Congenital pseudoarthrosis of the limbs"|"Disorder"|"Morphological anomaly"|609143
1390|"Night blindness-skeletal anomalies-dysmorphism syndrome"|"Disorder"|"Malformation syndrome"|
157820|"Cold-induced sweating syndrome"|"Disorder"|"Disease"|617055
1389|"Cortical blindness-intellectual disability-polydactyly syndrome"|"Disorder"|"Malformation syndrome"|218010
157798|"Serrated polyposis syndrome"|"Disorder"|"Disease"|617108
1388|"Catel-Manzke syndrome"|"Disorder"|"Malformation syndrome"|616145
157801|"Mesoaxial synostotic syndactyly with phalangeal reduction"|"Disorder"|"Morphological anomaly"|609432
1387|"Cataract-intellectual disability-hypogonadism syndrome"|"Disorder"|"Malformation syndrome"|212720
157791|"Epithelioid hemangioendothelioma"|"Disorder"|"Disease"|
157794|"Hereditary mixed polyposis syndrome"|"Disorder"|"Disease"|610069
157769|"Situs ambiguus"|"Disorder"|"Morphological anomaly"|
157716|"Late infantile CACH syndrome"|"Subtype of disorder"|"Clinical subtype"|603896
1381|"Cataract-intellectual disability-anal atresia-urinary defects syndrome"|"Disorder"|"Malformation syndrome"|
157719|"Juvenile or adult CACH syndrome"|"Subtype of disorder"|"Clinical subtype"|603896
1380|"Cataract-nephropathy-encephalopathy syndrome"|"Disorder"|"Malformation syndrome"|218900
157713|"Congenital or early infantile CACH syndrome"|"Subtype of disorder"|"Clinical subtype"|603896
156731|"Dyssegmental dysplasia, Rolland-Desbuquois type"|"Disorder"|"Disease"|224400
1377|"Cataract-microcornea syndrome"|"Disorder"|"Malformation syndrome"|604219
157215|"Hereditary hypophosphatemic rickets with hypercalciuria"|"Disorder"|"Disease"|241530
1325|"Camptodactyly-taurinuria syndrome"|"Disorder"|"Malformation syndrome"|
156159|"Isolated dystonia"|"Group of disorders"|"Category"|
1326|"Camptodactyly syndrome, Guadalajara type 2"|"Disorder"|"Malformation syndrome"|211920
156165|"Retinal ciliopathy"|"Group of disorders"|"Category"|
1327|"Camptodactyly syndrome, Guadalajara type 1"|"Disorder"|"Malformation syndrome"|211910
156162|"Renal ciliopathy"|"Group of disorders"|"Category"|
1328|"Camurati-Engelmann disease"|"Disorder"|"Malformation syndrome"|131300
156146|"Predominantly small-vessel vasculitis"|"Group of disorders"|"Clinical group"|
1321|"Camptodactyly-fibrous tissue hyperplasia-skeletal anomalies syndrome"|"Disorder"|"Malformation syndrome"|211930
156143|"Predominantly medium-vessel vasculitis"|"Group of disorders"|"Clinical group"|
1323|"Camptodactyly-joint contractures-facial skeletal defects syndrome"|"Disorder"|"Malformation syndrome"|602612
156152|"Anti-neutrophil cytoplasmic antibody-associated vasculitis"|"Group of disorders"|"Clinical group"|
156149|"Immune complex mediated vasculitis"|"Group of disorders"|"Category"|
1314|"Symmetrical thalamic calcifications"|"Disorder"|"Disease"|
156005|"Primary early-onset glaucoma"|"Group of disorders"|"Clinical group"|
156140|"Predominantly large-vessel vasculitis"|"Group of disorders"|"Clinical group"|
1318|"Campomelia, Cumming type"|"Disorder"|"Malformation syndrome"|211890
1319|"Camptobrachydactyly"|"Disorder"|"Malformation syndrome"|114150
155889|"Coloboma of inferior eyelid"|"Disorder"|"Morphological anomaly"|
1305|"Feingold syndrome"|"Disorder"|"Malformation syndrome"|614326
1307|"Distal limb deficiencies-micrognathia syndrome"|"Disorder"|"Malformation syndrome"|246560
155884|"Coloboma of superior eyelid"|"Disorder"|"Morphological anomaly"|
155899|"Mandibulofacial dysostosis"|"Group of disorders"|"Clinical group"|
155896|"Otomandibular dysplasia"|"Group of disorders"|"Category"|
1313|"Infantile choroidocerebral calcification syndrome"|"Disorder"|"Disease"|215480
156237|"Syndrome or malformation associated with head and neck malformations"|"Group of disorders"|"Category"|
1350|"Heart-hand syndrome type 2"|"Disorder"|"Malformation syndrome"|
156243|"Pinnae and external auditory canal anomaly"|"Group of disorders"|"Category"|
156246|"Nose and cavum anomaly"|"Group of disorders"|"Category"|
1355|"Congenital heart defect-round face-developmental delay syndrome"|"Disorder"|"Malformation syndrome"|270460
1352|"Atrioventricular defect-blepharophimosis-radial and anal defect syndrome"|"Disorder"|"Malformation syndrome"|600123
156249|"Larynx anomaly"|"Group of disorders"|"Category"|
156212|"Hypoglossia/aglossia"|"Group of disorders"|"Category"|
1342|"Heart-hand syndrome type 3"|"Disorder"|"Malformation syndrome"|140450
156215|"Oromandibular-limb anomalies syndrome"|"Group of disorders"|"Category"|
156224|"Paralytic facial malformation"|"Group of disorders"|"Category"|
1345|"Cardiomyopathy-cataract-hip spine disease syndrome"|"Disorder"|"Disease"|
156230|"Facial arteriovenous malformation"|"Group of disorders"|"Clinical group"|
156180|"Retinal ciliopathy due to mutation in nephronophthisis gene"|"Group of disorders"|"Category"|
1338|"Heart defect-tongue hamartoma-polysyndactyly syndrome"|"Disorder"|"Malformation syndrome"|217085
156183|"Retinal ciliopathy due to mutation in Bardet-Biedl gene"|"Group of disorders"|"Category"|
156202|"Otomandibular dysplasia associated with monogenic syndromes"|"Group of disorders"|"Category"|
1340|"Cardiofaciocutaneous syndrome"|"Disorder"|"Malformation syndrome"|615280
156207|"Macroglossia"|"Group of disorders"|"Category"|
156168|"Retinal ciliopathy due to mutation in the retinitis pigmentosa-1 gene"|"Group of disorders"|"Category"|
2856|"Persistent Müllerian duct syndrome"|"Disorder"|"Malformation syndrome"|261550
156171|"Retinal ciliopathy due to mutation in the RPGR gene"|"Group of disorders"|"Category"|
156174|"Retinal ciliopathy due to mutation in the RPGRIP gene"|"Group of disorders"|"Category"|
1336|"Hyperkeratosis-hyperpigmentation syndrome"|"Disorder"|"Disease"|144190
156177|"Retinal ciliopathy due to mutation in Usher gene"|"Group of disorders"|"Category"|
1335|"Pentalogy of Cantrell"|"Disorder"|"Malformation syndrome"|313850
1682|"Arterial dissection-lentiginosis syndrome"|"Disorder"|"Malformation syndrome"|600459
1757|"Fibular dimelia-diplopodia syndrome"|"Disorder"|"Malformation syndrome"|
1756|"Caudal duplication"|"Disorder"|"Malformation syndrome"|607864
1765|"Dyschondrosteosis-nephritis syndrome"|"Disorder"|"Malformation syndrome"|127350
140162|"Inherited cancer-predisposing syndrome"|"Group of disorders"|"Category"|
1766|"Dysequilibrium syndrome"|"Disorder"|"Disease"|615268
1777|"Temtamy syndrome"|"Disorder"|"Malformation syndrome"|218340
1780|"Thakker-Donnai syndrome"|"Disorder"|"Malformation syndrome"|227255
1772|"45,X/46,XY mixed gonadal dysgenesis"|"Disorder"|"Malformation syndrome"|
1784|"Acrofrontofacionasal dysostosis"|"Disorder"|"Malformation syndrome"|201180
1782|"Dysosteosclerosis"|"Disorder"|"Malformation syndrome"|224300
1790|"Hypomandibular faciocranial dysostosis"|"Disorder"|"Malformation syndrome"|241310
1786|"Acrofacial dysostosis, Catania type"|"Disorder"|"Malformation syndrome"|101805
1788|"Acrofacial dysostosis, Rodríguez type"|"Disorder"|"Malformation syndrome"|201170
859|"Transcobalamin deficiency"|"Disorder"|"Disease"|275350
139441|"Hypomyelination with atrophy of basal ganglia and cerebellum"|"Disorder"|"Disease"|612438
3196|"Steroid dehydrogenase deficiency-dental anomalies syndrome"|"Disorder"|"Disease"|
139444|"Leukoencephalopathy with bilateral anterior temporal lobe cysts"|"Disorder"|"Disease"|
139447|"Progressive cavitating leukoencephalopathy"|"Disorder"|"Disease"|
1573|"Hypotrichosis with juvenile macular degeneration"|"Disorder"|"Malformation syndrome"|601553
726|"Alpers-Huttenlocher syndrome"|"Disorder"|"Disease"|203700
139450|"Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome"|"Disorder"|"Malformation syndrome"|611863
139455|"Autosomal recessive bestrophinopathy"|"Disorder"|"Disease"|611809
1574|"Retinal degeneration-nanophthalmos-glaucoma syndrome"|"Disorder"|"Malformation syndrome"|267760
139466|"SERKAL syndrome"|"Disorder"|"Malformation syndrome"|611812
1596|"Distal monosomy 15q"|"Disorder"|"Malformation syndrome"|612626
139471|"Microphthalmia with brain and digit anomalies"|"Disorder"|"Malformation syndrome"|607932
139474|"17q11.2 microduplication syndrome"|"Disorder"|"Malformation syndrome"|618874
1617|"2q24 microdeletion syndrome"|"Disorder"|"Malformation syndrome"|
1606|"1p36 deletion syndrome"|"Disorder"|"Malformation syndrome"|607872
139480|"Autosomal recessive spastic paraplegia type 39"|"Disorder"|"Disease"|612020
1647|"Oculocerebrocutaneous syndrome"|"Disorder"|"Malformation syndrome"|164180
139485|"Autosomal recessive ataxia due to ubiquinone deficiency"|"Disorder"|"Disease"|612016
139491|"Hemochromatosis type 4"|"Disorder"|"Disease"|606069
1653|"Dentin dysplasia"|"Disorder"|"Disease"|125420
139507|"African iron overload"|"Disorder"|"Disease"|601195
139515|"Charcot-Marie-Tooth disease type 4J"|"Disorder"|"Disease"|611228
139512|"Neuropathy with hearing impairment"|"Disorder"|"Disease"|
1657|"Dermatoosteolysis, Kirghizian type"|"Disorder"|"Malformation syndrome"|221810
139525|"Distal hereditary motor neuropathy type 2"|"Disorder"|"Disease"|615575
1658|"Absence of fingerprints-congenital milia syndrome"|"Disorder"|"Disease"|129200
139518|"Distal hereditary motor neuropathy type 1"|"Disorder"|"Disease"|182960
1659|"Dermatoleukodystrophy"|"Disorder"|"Disease"|221790
139547|"Distal spinal muscular atrophy type 3"|"Disorder"|"Disease"|607088
139536|"Distal hereditary motor neuropathy type 5"|"Disorder"|"Disease"|619112
1660|"Dermoodontodysplasia"|"Disorder"|"Malformation syndrome"|125640
139557|"X-linked distal spinal muscular atrophy type 3"|"Disorder"|"Disease"|300489
1661|"X-linked corneal dermoid"|"Disorder"|"Disease"|304730
1662|"Restrictive dermopathy"|"Disorder"|"Disease"|275210
139552|"Distal hereditary motor neuropathy, Jerash type"|"Disorder"|"Disease"|605726
139573|"Hereditary sensory and autonomic neuropathy with deafness and global delay"|"Disorder"|"Disease"|
1665|"Sporadic fetal brain disruption sequence"|"Disorder"|"Malformation syndrome"|
139564|"Hereditary sensory and autonomic neuropathy type 1B"|"Disorder"|"Disease"|608088
139583|"X-linked hereditary sensory and autonomic neuropathy with deafness"|"Disorder"|"Disease"|300614
1667|"Wolcott-Rallison syndrome"|"Disorder"|"Disease"|226980
139578|"Mutilating hereditary sensory neuropathy with spastic paraplegia"|"Disorder"|"Disease"|256840
139589|"Distal hereditary motor neuropathy type 7"|"Disorder"|"Disease"|607641
1671|"Split cord malformation type I"|"Subtype of disorder"|"Clinical subtype"|222500
140917|"Stapes ankylosis with broad thumbs and toes"|"Disorder"|"Malformation syndrome"|184460
1548|"Cryptorchidism-arachnodactyly-intellectual disability syndrome"|"Disorder"|"Malformation syndrome"|
1547|"Cryptomicrotia-brachydactyly-excess fingertip arch syndrome"|"Disorder"|"Malformation syndrome"|123560
140922|"Titin-related limb-girdle muscular dystrophy R10"|"Disorder"|"Disease"|608807
1545|"Crisponi syndrome"|"Disorder"|"Malformation syndrome"|601378
140905|"Hyperlipidemia due to hepatic triacylglycerol lipase deficiency"|"Disorder"|"Disease"|614025
1540|"Jackson-Weiss syndrome"|"Disorder"|"Malformation syndrome"|123150
140908|"Brachydactyly type B2"|"Subtype of disorder"|"Clinical subtype"|611377
140874|"Joubert syndrome and related disorders"|"Group of disorders"|"Category"|
140896|"Severe acute respiratory syndrome"|"Disorder"|"Disease"|
1532|"Gómez-López-Hernández syndrome"|"Disorder"|"Malformation syndrome"|601853
140952|"Syndactyly-telecanthus-anogenital and renal malformations syndrome"|"Disorder"|"Malformation syndrome"|300707
140957|"Autosomal dominant macrothrombocytopenia"|"Disorder"|"Disease"|615193
140944|"CLOVES syndrome"|"Disorder"|"Malformation syndrome"|612918
140949|"Low-flow priapism"|"Disorder"|"Particular clinical situation in a disease or syndrome"|
1555|"Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome"|"Disorder"|"Malformation syndrome"|123790
140936|"Lelis syndrome"|"Disorder"|"Malformation syndrome"|608290
140941|"Short stature due to primary acid-labile subunit deficiency"|"Disorder"|"Disease"|615961
1553|"Curry-Jones syndrome"|"Disorder"|"Malformation syndrome"|601707
140927|"Benign familial neonatal-infantile seizures"|"Disorder"|"Disease"|607745
140933|"Linear atrophoderma of Moulin"|"Disorder"|"Disease"|
140989|"Primary angiitis of the central nervous system"|"Disorder"|"Disease"|
1566|"Dandy-Walker malformation-postaxial polydactyly syndrome"|"Disorder"|"Malformation syndrome"|220220
140976|"RHYNS syndrome"|"Disorder"|"Disease"|602152
1563|"Dahlberg-Borer-Newcomer syndrome"|"Disorder"|"Malformation syndrome"|247410
140969|"Saldino-Mainzer syndrome"|"Disorder"|"Disease"|615630
140966|"Palmoplantar keratoderma, Nagashima type"|"Disorder"|"Disease"|615598
1562|"Dacryocystitis-osteopoikilosis syndrome"|"Disorder"|"Malformation syndrome"|166705
