"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
2333|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
247598|"Infancy, Neonatal"|""|"Autosomal recessive"
2332|"Adolescent, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
247604|"Childhood"|""|"Autosomal recessive"
247623|"Antenatal, Neonatal"|""|"Autosomal recessive"
247638|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
2338|""|""|"Autosomal dominant"
2337|"Childhood, Infancy"|""|"Autosomal dominant"
247651|"Infancy, Neonatal"|""|"Autosomal recessive"
247667|"Childhood, Infancy"|""|"Autosomal dominant, Autosomal recessive"
2339|"Infancy, Neonatal"|""|"X-linked recessive"
247676|"Adult"|""|"Autosomal dominant, Autosomal recessive"
494|"Childhood, Infancy"|""|"Autosomal dominant"
2322|"Antenatal, Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
247378|"Infancy, Neonatal"|""|"Autosomal recessive"
2321|"Infancy, Neonatal"|""|""
2324|"Infancy, Neonatal"|""|"Autosomal recessive"
247511|"Infancy, Neonatal"|""|"Autosomal dominant"
2323|"Infancy, Neonatal"|""|"Autosomal recessive"
247522|"Childhood"|""|"X-linked recessive"
247525|"All ages"|""|"Autosomal recessive"
247546|"Infancy, Neonatal"|""|"Autosomal recessive"
2325|"Infancy, Neonatal"|""|""
247573|"Adult"|""|"Autosomal recessive"
2329|"Infancy, Neonatal"|""|"Autosomal dominant"
247582|"All ages"|""|"Autosomal recessive"
2328|"Infancy, Neonatal"|""|"Autosomal recessive"
2408|"Antenatal, Neonatal"|""|""
2409|"Infancy, Neonatal"|""|"Autosomal dominant"
2405|"All ages"|""|"Autosomal dominant"
2407|"Infancy, Neonatal"|""|"Autosomal recessive"
2412|"Infancy, Neonatal"|""|""
2575|"Infancy"|""|"Autosomal recessive"
2410|"Adolescent"|""|"Autosomal recessive"
2399|"Neonatal"|""|"Autosomal dominant"
2400|"Childhood"|""|"Unknown"
2396|"Antenatal, Neonatal"|""|"Not applicable"
2388|"Adult"|""|"Autosomal recessive"
248111|"Adolescent, Childhood"|""|"Autosomal dominant"
2387|"Neonatal"|""|""
2386|"Childhood"|""|"Autosomal recessive"
248095|"Infancy, Neonatal"|""|"Autosomal recessive"
2379|"Infancy"|""|"X-linked recessive"
2391|"Infancy, Neonatal"|""|"Autosomal dominant"
2390|"Infancy, Neonatal"|""|"Autosomal recessive"
247834|"All ages"|""|"Autosomal dominant"
2371|"Neonatal"|""|"Autosomal recessive"
2369|"Infancy, Neonatal"|""|"Not applicable"
247820|"Infancy, Neonatal"|""|"Autosomal recessive"
247827|"Infancy, Neonatal"|""|"Autosomal recessive"
2378|"Antenatal, Neonatal"|""|"Autosomal dominant"
247868|"Infancy, Neonatal"|""|"Autosomal dominant"
2375|"Childhood"|""|"X-linked recessive"
2457|"Infancy, Neonatal"|""|"Autosomal recessive"
2451|"All ages"|""|"Autosomal dominant"
2439|"Antenatal, Neonatal"|""|"Autosomal dominant"
244305|"Adult"|""|"Autosomal dominant"
244283|"Infancy, Neonatal"|""|"Multigenic/multifactorial"
2440|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
244310|"Infancy, Neonatal"|""|"Autosomal recessive"
244242|"Adult"|""|"Multigenic/multifactorial"
296|"Adolescent, Adult, Childhood"|""|"Not applicable"
2437|"Infancy, Neonatal"|""|"Autosomal dominant"
244275|"All ages"|""|""
2438|"Antenatal, Neonatal"|""|"Autosomal dominant"
243343|"Childhood"|""|"Autosomal recessive"
243367|"Adult"|""|"Multigenic/multifactorial"
2435|"Infancy, Neonatal"|""|"Unknown"
2429|"Childhood"|""|"Autosomal recessive"
2432|"Antenatal, Neonatal"|""|""
2489|"Infancy, Neonatal"|""|""
247353|"Adult"|""|"Autosomal recessive, Not applicable"
247262|"Infancy, Neonatal"|""|"Autosomal recessive"
2487|"Neonatal"|""|""
247257|"All ages"|""|"Not applicable"
247245|"All ages"|""|"Not applicable"
2485|"All ages"|""|"Not applicable"
247239|"Adult"|""|"Not applicable"
247234|"Adult, Elderly"|""|"Not applicable"
2483|"Childhood"|""|""
247203|"Adult"|""|"Not applicable"
2484|"Childhood"|""|"X-linked dominant"
247198|"Infancy, Neonatal"|""|"Autosomal recessive"
2481|"Childhood"|""|"Not applicable"
2482|"Neonatal"|""|""
247165|"Infancy"|""|"Not applicable"
2477|"Antenatal, Neonatal"|""|""
2479|"Childhood, Infancy, Neonatal"|""|""
2475|"Infancy, Neonatal"|""|""
2476|"Antenatal"|""|""
2473|"Neonatal"|""|"Autosomal recessive"
2471|"Infancy, Neonatal"|""|""
2470|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
561|"Infancy, Neonatal"|""|"Autosomal dominant"
2464|"Adult, Childhood"|""|""
559|"Childhood, Infancy"|""|"Autosomal recessive"
2463|"Childhood, Infancy"|""|"Autosomal recessive"
2462|"Infancy, Neonatal"|""|"Autosomal dominant, Multigenic/multifactorial, Not applicable"
2461|"Infancy, Neonatal"|""|"Autosomal recessive"
251630|"Adult"|""|"Not applicable"
2172|"Neonatal"|""|"Autosomal recessive"
251636|"All ages"|""|"Not applicable"
251639|"Adult"|""|""
2176|"Infancy, Neonatal"|""|"Autosomal recessive"
251643|"Adolescent, All ages, Childhood"|""|"Not applicable"
251646|"Adolescent, Adult, Childhood"|""|"Not applicable"
2181|"Infancy"|""|"Autosomal recessive"
2180|"Neonatal"|""|"Unknown"
251663|"Adult"|""|"Not applicable"
2186|"No data available"|""|"Unknown"
251671|"All ages"|""|""
2189|"Antenatal, Neonatal"|""|"Autosomal recessive"
251674|"Adult"|""|""
251679|"Adolescent, Adult, Childhood, Infancy"|""|"Not applicable"
312|"Neonatal"|""|"Autosomal dominant"
2196|"Childhood"|""|"Autosomal recessive"
251576|"Adult"|""|"Not applicable"
2150|"Neonatal"|""|""
251582|"Adult"|""|"Not applicable"
251579|"Adult"|""|"Not applicable"
2152|"Antenatal, Neonatal"|""|"Autosomal dominant"
2153|"Neonatal"|""|"Autosomal recessive"
251589|"Adult"|""|"Not applicable"
251598|"Childhood"|""|"Not applicable"
2155|"Neonatal"|""|"Autosomal recessive"
2158|"Childhood, Infancy"|""|""
251612|"All ages"|""|"Not applicable"
2163|"Antenatal, Neonatal"|""|""
251607|"All ages"|""|"Not applicable"
2165|"Antenatal, Neonatal"|""|""
251615|"All ages"|""|"Not applicable"
2166|"Antenatal, Neonatal"|""|"Autosomal recessive"
251627|"All ages"|""|"Not applicable"
2167|"Antenatal, Neonatal"|""|""
251623|"Adult"|""|"Not applicable"
2169|"Childhood"|""|"Autosomal recessive"
251931|"Adult"|""|"Not applicable"
2222|"Childhood"|""|"Autosomal dominant"
2220|"Childhood"|""|"Autosomal dominant"
1051|"Infancy, Neonatal"|""|"Autosomal dominant"
251940|"Infancy, Neonatal"|""|"Not applicable"
251946|"All ages"|""|"Not applicable"
2228|"Childhood"|""|"Autosomal dominant"
2224|""|""|"Autosomal recessive"
2232|"Neonatal"|""|"Autosomal recessive"
2230|"Childhood"|""|"Autosomal dominant"
2229|"Infancy, Neonatal"|""|"Autosomal recessive"
2238|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
2237|"All ages"|""|"Autosomal dominant"
2235|"No data available"|""|"Unknown"
2234|"Neonatal"|""|"Unknown"
251867|"Childhood"|""|""
2199|"Infancy, Neonatal"|""|""
251863|"Adult"|""|"Not applicable"
2200|"Childhood"|""|""
2198|"Adolescent, Adult"|""|"Autosomal dominant"
251858|"Childhood, Infancy"|""|"Not applicable"
495|"Childhood"|""|""
251855|"Infancy, Neonatal"|""|""
251883|"Childhood, Infancy"|""|"Not applicable"
2206|"Adult"|""|"Autosomal dominant"
251880|"Infancy, Neonatal"|""|"Not applicable"
2201|"All ages"|""|"Autosomal dominant"
251877|"Childhood, Infancy"|""|"Not applicable"
2202|"Childhood"|""|"Autosomal dominant, Mitochondrial inheritance"
251870|"Childhood"|""|"Not applicable"
251899|"Childhood"|""|"Autosomal dominant"
2213|"Antenatal, Neonatal"|""|"Autosomal recessive"
2211|"Neonatal"|""|"Autosomal recessive"
251915|"All ages"|""|"Not applicable"
2218|"Childhood"|""|"Autosomal recessive"
251909|"Adolescent, Adult, Childhood, Infancy"|""|"Not applicable"
2215|"Neonatal"|""|"Autosomal recessive"
2216|"Antenatal, Neonatal"|""|""
251019|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2266|"Childhood, Infancy"|""|"Autosomal recessive"
251028|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2269|"Infancy, Neonatal"|""|"Autosomal recessive"
251038|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
250999|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2261|"Infancy, Neonatal"|""|""
251004|"Infancy, Neonatal"|""|"Not applicable, Unknown"
251009|"Infancy, Neonatal"|""|"Not applicable, Unknown"
672|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
251014|"Infancy, Neonatal"|""|"Not applicable, Unknown"
455|"Infancy, Neonatal"|""|"Autosomal dominant"
251061|"Infancy, Neonatal"|""|"Not applicable, Unknown"
251066|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2272|"Infancy, Neonatal"|""|"Autosomal recessive"
251071|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2274|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
251076|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2273|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable, X-linked recessive"
251043|"Infancy, Neonatal"|""|"Not applicable, Unknown"
165|"Infancy, Neonatal"|""|"Autosomal recessive"
139|"Infancy, Neonatal"|""|"Not applicable, X-linked dominant"
251046|"Infancy, Neonatal"|""|"Not applicable, Unknown"
457|"Neonatal"|""|"Autosomal recessive"
2271|"Infancy, Neonatal"|""|"Unknown"
251056|"Infancy, Neonatal"|""|"Not applicable"
2246|"Infancy"|""|""
250831|"Adult"|""|"Multigenic/multifactorial, Not applicable"
2249|"Infancy, Neonatal"|""|"Autosomal recessive"
2239|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
2241|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
250984|"Childhood"|""|"Autosomal recessive"
2256|"Antenatal, Neonatal"|""|""
2257|"Neonatal"|""|""
250977|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
250994|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
250989|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
2250|"Antenatal, Neonatal"|""|"Autosomal dominant, Unknown"
250923|"Neonatal"|""|"Autosomal dominant, Not applicable"
2251|"Infancy, Neonatal"|""|""
2252|"Neonatal"|""|""
250972|"Infancy, Neonatal"|""|"Autosomal recessive"
2255|"All ages"|""|"Autosomal dominant, Autosomal recessive"
250932|"Childhood"|""|"Autosomal dominant"
251380|"All ages"|""|"Autosomal recessive"
2306|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
251383|"Infancy, Neonatal"|""|"X-linked recessive"
2305|"Infancy, Neonatal"|""|"Not applicable"
251370|"All ages"|""|"Autosomal recessive"
251375|"All ages"|""|"Autosomal recessive"
251359|"All ages"|""|"Autosomal recessive"
251365|"All ages"|""|"Autosomal recessive"
2295|"Adolescent, Childhood, Infancy"|""|"Autosomal dominant"
251355|"All ages"|""|"Autosomal recessive"
2292|"Infancy, Neonatal"|""|"Autosomal recessive"
2319|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
251523|"Childhood"|""|"Unknown"
2316|"Childhood"|""|"Autosomal dominant"
2315|"Infancy, Neonatal"|""|"Autosomal recessive"
251510|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive, Y-linked"
251515|"Infancy, Neonatal"|""|"Autosomal dominant"
2310|"Antenatal"|""|""
2309|"All ages"|""|"Autosomal dominant, Autosomal recessive"
251393|"Infancy, Neonatal"|""|"Autosomal recessive"
2307|"Antenatal, Neonatal"|""|"Autosomal dominant"
251295|"All ages"|""|"Autosomal dominant, Not applicable"
251290|"Infancy, Neonatal"|""|"Autosomal dominant"
2282|"Infancy, Neonatal"|""|"Autosomal recessive"
251287|"Childhood"|""|"Autosomal dominant"
251282|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
251279|"Adult"|""|"Autosomal recessive"
251274|"Adolescent, Childhood, Infancy"|""|"Autosomal dominant"
2278|"Neonatal"|""|""
251262|"Childhood"|""|"Autosomal dominant"
2291|"Neonatal"|""|"Autosomal dominant"
251347|"Infancy, Neonatal"|""|"Autosomal recessive"
251332|"All ages"|""|""
251328|""|""|"Not applicable"
2289|"Adolescent, Adult, Childhood, Infancy"|""|""
2290|"Infancy, Neonatal"|""|"Autosomal recessive"
2285|"All ages"|""|"Autosomal dominant"
251307|"All ages"|""|"Not applicable"
251304|"Infancy, Neonatal"|""|"Not applicable"
2674|"Antenatal, Neonatal"|""|"Autosomal dominant"
254837|""|""|"Autosomal recessive, X-linked recessive"
2673|"Antenatal, Neonatal"|""|""
2672|"Childhood, Infancy"|""|"Autosomal dominant"
254857|"Infancy, Neonatal"|""|"Mitochondrial inheritance"
2678|"Childhood"|""|"Autosomal dominant"
254864|"Infancy, Neonatal"|""|"Mitochondrial inheritance"
254851|"Childhood"|""|"Mitochondrial inheritance"
254854|""|""|"Mitochondrial inheritance"
2668|"Childhood"|""|"Autosomal recessive"
2663|"Childhood"|""|""
254803|"Infancy, Neonatal"|""|"Autosomal recessive"
2671|"Antenatal"|""|"Autosomal recessive"
1475|"Childhood"|""|"Autosomal dominant"
2670|"Childhood, Neonatal"|""|"Autosomal recessive"
2669|"Infancy, Neonatal"|""|"Unknown"
254930|"Childhood, Infancy"|""|"Autosomal recessive"
254925|"Neonatal"|""|"Autosomal recessive"
2697|"Neonatal"|""|"Autosomal recessive"
254920|"Neonatal"|""|"Autosomal recessive"
2695|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
254913|"Neonatal"|""|"Autosomal recessive"
255182|"Infancy, Neonatal"|""|"Autosomal recessive"
2701|"Antenatal, Infancy, Neonatal"|""|"Autosomal dominant"
255138|"Childhood"|""|"Autosomal recessive"
255132|"Adult"|""|"Autosomal recessive"
2698|"Childhood"|""|""
2699|"Infancy, Neonatal"|""|"Autosomal dominant"
254886|"All ages"|""|"Autosomal recessive"
254881|"Adolescent, Childhood"|""|"Autosomal recessive"
254875|"Infancy, Neonatal"|""|"Autosomal recessive"
254871|"Infancy, Neonatal"|""|"Autosomal recessive"
254905|""|""|"Autosomal recessive, Mitochondrial inheritance"
254902|"Infancy, Neonatal"|""|"Autosomal recessive"
2690|"Infancy, Neonatal"|""|"Unknown"
254898|"Infancy, Neonatal"|""|"Autosomal recessive"
254892|""|""|"Autosomal dominant"
2712|"Infancy, Neonatal"|""|"X-linked dominant"
2714|"Infancy, Neonatal"|""|"Autosomal recessive"
2713|"Infancy, Neonatal"|""|"Autosomal recessive"
2715|"Infancy"|""|""
2718|"Childhood"|""|"Autosomal recessive"
2717|"Infancy, Neonatal"|""|"Autosomal recessive"
2704|"Childhood"|""|"Autosomal recessive"
2703|"Antenatal"|""|""
255210|"Childhood, Infancy"|""|"Mitochondrial inheritance"
255229|"Childhood, Infancy"|""|"Autosomal recessive"
2707|"Antenatal, Neonatal"|""|"Autosomal recessive"
255235|"Infancy, Neonatal"|""|"Autosomal recessive"
2710|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
255241|"Infancy, Neonatal"|""|"Autosomal recessive"
2709|"Infancy, Neonatal"|""|"Autosomal dominant"
255249|"Infancy, Neonatal"|""|"Autosomal recessive"
2728|"Infancy, Neonatal"|""|"Not applicable"
2730|"Neonatal"|""|""
2732|"Infancy, Neonatal"|""|"Autosomal recessive"
2733|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
2719|"Neonatal"|""|""
2720|"Neonatal"|""|""
2721|"Childhood"|""|"Autosomal recessive"
2722|"Neonatal"|""|""
2723|"Childhood"|""|"Autosomal recessive"
2724|"No data available"|""|""
260305|"Infancy, Neonatal"|""|"Autosomal recessive"
2725|"Neonatal"|""|""
2755|"Infancy, Neonatal"|""|"X-linked recessive"
2754|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
252164|"Adult, Elderly"|""|"Not applicable"
2753|"Infancy, Neonatal"|""|"Autosomal recessive"
2752|"Childhood"|""|"Autosomal recessive"
2751|"Infancy, Neonatal"|""|"Autosomal recessive"
2750|"Infancy, Neonatal"|""|"Not applicable, X-linked dominant"
2743|"Neonatal"|""|""
252054|"Adult"|""|""
2741|"No data available"|""|""
661|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
2736|"Antenatal, Neonatal"|""|"Autosomal recessive"
254367|"All ages"|""|""
2776|"Childhood"|""|"Autosomal recessive"
2777|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
254361|"Childhood"|""|"Autosomal recessive"
2774|"Childhood"|""|"Autosomal dominant"
254351|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
2769|"Neonatal"|""|""
254346|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2770|"Adolescent, Adult"|""|"Autosomal recessive"
254343|"Childhood"|""|"Autosomal recessive"
2767|"Adult"|""|"Autosomal dominant"
254334|"Infancy, Neonatal"|""|"Autosomal recessive"
2768|"Childhood, Infancy"|""|"Autosomal recessive"
2762|"Childhood, Infancy"|""|"Autosomal dominant"
252212|"All ages"|""|""
2763|"Antenatal, Neonatal"|""|"Autosomal dominant"
252206|"Adult, Elderly"|""|"Autosomal dominant, Unknown"
252202|"Childhood"|""|"Autosomal recessive"
2759|"Neonatal"|""|""
2760|"Neonatal"|""|"Autosomal dominant"
254516|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
2793|"Antenatal, Neonatal"|""|"Autosomal recessive"
2792|"Antenatal, Neonatal"|""|""
254519|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
254525|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
2798|"Childhood"|""|""
2796|"Childhood"|""|"Autosomal recessive"
254528|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
254478|"All ages"|""|""
2789|"Infancy, Neonatal"|""|"Autosomal dominant"
2788|"Childhood"|""|"Autosomal recessive"
254492|"Adult"|""|""
2791|"Childhood"|""|"Autosomal dominant"
254504|"Adult"|""|""
2790|"Adolescent"|""|"Autosomal dominant"
254509|"All ages"|""|""
254411|"Adult"|""|""
1306|"All ages"|""|"Autosomal dominant"
254424|"All ages"|""|""
2783|"Adolescent, Childhood"|""|"Autosomal dominant"
2787|"Infancy, Neonatal"|""|""
254449|"All ages"|""|""
2786|"Infancy, Neonatal"|""|"Autosomal recessive"
254463|"Adult"|""|""
2780|"Infancy, Neonatal"|""|"X-linked dominant"
2779|"Neonatal"|""|"Autosomal dominant, X-linked dominant"
254379|"All ages"|""|""
254395|"All ages"|""|""
667|"Infancy, Neonatal"|""|"Autosomal recessive"
2815|"Childhood"|""|""
254788|""|""|"Mitochondrial inheritance"
2818|"Adult"|""|"Autosomal recessive"
2808|"Neonatal"|""|""
2809|"Adolescent, Adult, Childhood"|""|""
2812|"Infancy"|""|""
2805|"Infancy, Neonatal"|""|"Autosomal recessive"
254698|"Adult"|""|"Not applicable"
254693|"Adult"|""|"Not applicable"
675|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
2807|"All ages"|""|""
678|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
254704|"No data available"|""|"Autosomal dominant, Autosomal recessive"
254534|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
2802|"Childhood, Infancy"|""|"X-linked recessive"
254531|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
254688|"Adult"|""|"Autosomal recessive, Not applicable"
2804|"Infancy, Neonatal"|""|"X-linked recessive"
2491|"Neonatal"|""|""
2492|"Antenatal, Neonatal"|""|""
2498|""|""|"Autosomal dominant, X-linked recessive"
2499|"Childhood"|""|"Autosomal dominant"
2496|"Antenatal, Infancy, Neonatal"|""|"Autosomal dominant"
2497|"Neonatal"|""|""
2502|"Infancy, Neonatal"|""|"Autosomal recessive"
2500|"Childhood, Infancy"|""|""
2501|"Childhood"|""|"Autosomal recessive"
2504|"Infancy, Neonatal"|""|"Autosomal dominant"
2505|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
2511|"Infancy, Neonatal"|""|"Autosomal recessive"
2510|"Childhood"|""|"Autosomal recessive"
2508|"Infancy, Neonatal"|""|"X-linked recessive"
2516|"Infancy, Neonatal"|""|"Autosomal recessive"
2515|"Infancy, Neonatal"|""|"Autosomal recessive"
2514|""|""|"Autosomal dominant"
2513|"Infancy, Neonatal"|""|"Unknown"
2521|"Infancy, Neonatal"|""|"Unknown"
2518|"Neonatal"|""|"Autosomal recessive"
2524|"Infancy, Neonatal"|""|"Autosomal recessive"
2523|"Neonatal"|""|""
2522|"Antenatal, Neonatal"|""|"Autosomal recessive"
2526|"Neonatal"|""|"Autosomal dominant"
2528|"Infancy, Neonatal"|""|""
2533|"Infancy, Neonatal"|""|""
2536|"Childhood, Infancy, Neonatal"|""|""
261911|"Antenatal"|""|""
2549|"Antenatal, Neonatal"|""|""
2551|"Infancy, Neonatal"|""|"Autosomal dominant"
2554|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
2556|"Neonatal"|""|"X-linked dominant"
2558|"Infancy, Neonatal"|""|"Autosomal recessive"
2557|"Infancy, Neonatal"|""|"Autosomal recessive"
2561|"Childhood"|""|"Autosomal recessive"
2560|"Infancy, Neonatal"|""|"Not applicable"
2564|"Antenatal"|""|"Autosomal dominant"
2563|"Infancy, Neonatal"|""|"Autosomal recessive"
2565|"Infancy, Neonatal"|""|"X-linked dominant"
2574|"Neonatal"|""|""
575|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
2572|"Childhood"|""|"Autosomal recessive"
2573|"All ages"|""|"Autosomal dominant, Autosomal recessive, Multigenic/multifactorial, X-linked recessive"
2570|"Antenatal"|""|""
2571|"Infancy, Neonatal"|""|"X-linked dominant"
2585|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
261144|"Infancy, Neonatal"|""|""
261120|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2578|"Adolescent, Antenatal, Neonatal"|""|"Autosomal dominant, Not applicable"
