"OrphaCode"|"Gene_Symbol"|"Relationship_Type"|"Status"
2462|"SKI"|"Disease-causing germline mutation(s) in"|"Assessed"
2462|"FBN1"|"Candidate gene tested in"|"Not yet assessed"
2461|"PIEZO2"|"Disease-causing germline mutation(s) in"|"Assessed"
251630|"IDH2"|"Biomarker tested in"|"Assessed"
251630|"POT1"|"Major susceptibility factor in"|"Assessed"
251636|"RELA"|"Part of a fusion gene in"|"Assessed"
251636|"ZFTA"|"Part of a fusion gene in"|"Assessed"
2176|"ANTXR2"|"Disease-causing germline mutation(s) in"|"Assessed"
251656|"IDH2"|"Biomarker tested in"|"Assessed"
251663|"IDH2"|"Biomarker tested in"|"Assessed"
251671|"MYB"|"Part of a fusion gene in"|"Assessed"
251671|"QKI"|"Part of a fusion gene in"|"Assessed"
2189|"HYLS1"|"Disease-causing germline mutation(s) in"|"Assessed"
2189|"KIF7"|"Disease-causing germline mutation(s) in"|"Assessed"
312|"KRT1"|"Disease-causing germline mutation(s) in"|"Assessed"
312|"KRT10"|"Disease-causing germline mutation(s) in"|"Assessed"
2196|"CLDN19"|"Disease-causing germline mutation(s) in"|"Assessed"
251576|"NFKBIA"|"Biomarker tested in"|"Assessed"
251576|"MGMT"|"Biomarker tested in"|"Assessed"
251576|"EGFR"|"Part of a fusion gene in"|"Assessed"
251576|"FGFR1"|"Part of a fusion gene in"|"Assessed"
251576|"FGFR3"|"Part of a fusion gene in"|"Assessed"
251576|"TP53"|"Biomarker tested in"|"Assessed"
251576|"TACC3"|"Part of a fusion gene in"|"Assessed"
251576|"TACC1"|"Part of a fusion gene in"|"Assessed"
251576|"PPARG"|"Biomarker tested in"|"Assessed"
251576|"LZTR1"|"Disease-causing somatic mutation(s) in"|"Assessed"
251576|"SEPTIN14"|"Part of a fusion gene in"|"Assessed"
251576|"IDH1"|"Biomarker tested in"|"Assessed"
387|"PSEN1"|"Disease-causing germline mutation(s) in"|"Assessed"
387|"NCSTN"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
387|"PSENEN"|"Disease-causing germline mutation(s) in"|"Assessed"
251579|"PPARG"|"Biomarker tested in"|"Assessed"
251579|"NFKBIA"|"Biomarker tested in"|"Assessed"
251579|"MGMT"|"Biomarker tested in"|"Assessed"
251579|"EGFR"|"Part of a fusion gene in"|"Assessed"
251579|"FGFR1"|"Part of a fusion gene in"|"Assessed"
251579|"FGFR3"|"Part of a fusion gene in"|"Assessed"
251579|"TP53"|"Biomarker tested in"|"Assessed"
251579|"TACC3"|"Part of a fusion gene in"|"Assessed"
251579|"TACC1"|"Part of a fusion gene in"|"Assessed"
251579|"IDH1"|"Biomarker tested in"|"Assessed"
251579|"LZTR1"|"Disease-causing somatic mutation(s) in"|"Assessed"
251579|"SEPTIN14"|"Part of a fusion gene in"|"Assessed"
251589|"IDH2"|"Biomarker tested in"|"Assessed"
251598|"IDH2"|"Biomarker tested in"|"Assessed"
251604|"IDH2"|"Biomarker tested in"|"Assessed"
251601|"IDH2"|"Biomarker tested in"|"Assessed"
251615|"BRAF"|"Disease-causing somatic mutation(s) in"|"Assessed"
251615|"BRAF"|"Part of a fusion gene in"|"Assessed"
251615|"KRAS"|"Disease-causing somatic mutation(s) in"|"Assessed"
251615|"RAF1"|"Part of a fusion gene in"|"Assessed"
251615|"FGFR1"|"Disease-causing somatic mutation(s) in"|"Assessed"
251615|"SRGAP3"|"Part of a fusion gene in"|"Assessed"
251615|"NTRK2"|"Part of a fusion gene in"|"Assessed"
251615|"KIAA1549"|"Part of a fusion gene in"|"Assessed"
251627|"IDH2"|"Biomarker tested in"|"Assessed"
251627|"POT1"|"Major susceptibility factor in"|"Assessed"
2169|"MTRR"|"Disease-causing germline mutation(s) in"|"Assessed"
2228|"MSX1"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"FGFR1"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"EDA"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"IRF6"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"MSX1"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"PAX9"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"TGFA"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"WNT10A"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"LTBP3"|"Disease-causing germline mutation(s) in"|"Assessed"
2227|"ITM2A"|"Candidate gene tested in"|"Not yet assessed"
2227|"AXIN2"|"Disease-causing germline mutation(s) in"|"Assessed"
2224|"TDO2"|"Disease-causing germline mutation(s) in"|"Assessed"
2229|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
2237|"GATA3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2199|"KRT1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
2199|"KRT9"|"Disease-causing germline mutation(s) in"|"Assessed"
2199|"KRT16"|"Candidate gene tested in"|"Assessed"
251863|"SUFU"|"Major susceptibility factor in"|"Assessed"
2198|"RHBDF2"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
251858|"SUFU"|"Major susceptibility factor in"|"Assessed"
2202|"GJB2"|"Disease-causing germline mutation(s) in"|"Assessed"
2202|"MT-TS1"|"Disease-causing germline mutation(s) in"|"Assessed"
251899|"TP53"|"Disease-causing germline mutation(s) in"|"Assessed"
251019|"SATB2"|"Role in the phenotype of"|"Assessed"
251028|"SATB2"|"Role in the phenotype of"|"Assessed"
672|"GLI3"|"Disease-causing germline mutation(s) in"|"Assessed"
455|"KRT2"|"Disease-causing germline mutation(s) in"|"Assessed"
251061|"FOXP2"|"Role in the phenotype of"|"Assessed"
251066|"ANK1"|"Role in the phenotype of"|"Assessed"
251071|"GATA4"|"Role in the phenotype of"|"Assessed"
2273|"MBTPS2"|"Disease-causing germline mutation(s) in"|"Assessed"
139|"NSDHL"|"Disease-causing germline mutation(s) in"|"Assessed"
457|"ABCA12"|"Disease-causing germline mutation(s) in"|"Assessed"
251056|"ARID1B"|"Role in the phenotype of"|"Not yet assessed"
2239|"GCM2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2241|"LMOD1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2241|"MYH11"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2241|"ACTG2"|"Disease-causing germline mutation(s) in"|"Assessed"
2241|"MYLK"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
250984|"COL11A1"|"Disease-causing germline mutation(s) in"|"Assessed"
250984|"COL9A1"|"Disease-causing germline mutation(s) in"|"Assessed"
250984|"COL9A2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
250984|"COL9A3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
250984|"LOXL3"|"Disease-causing germline mutation(s) in"|"Assessed"
250977|"ATIC"|"Disease-causing germline mutation(s) in"|"Assessed"
2250|"SMCHD1"|"Disease-causing germline mutation(s) in"|"Assessed"
250923|"PAX6"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
250923|"TRIM44"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
250923|"FOXC1"|"Disease-causing germline mutation(s) in"|"Assessed"
250972|"TUBA8"|"Disease-causing germline mutation(s) in"|"Assessed"
2255|"GATA6"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
251380|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
251380|"BCL11A"|"Candidate gene tested in"|"Not yet assessed"
251380|"HBG1"|"Disease-causing germline mutation(s) in"|"Assessed"
251380|"HBG2"|"Disease-causing germline mutation(s) in"|"Assessed"
251380|"KLF1"|"Disease-causing germline mutation(s) in"|"Assessed"
251383|"NSDHL"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
251370|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
251375|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
251359|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
251365|"HBB"|"Disease-causing germline mutation(s) in"|"Assessed"
2319|"ESCO2"|"Disease-causing germline mutation(s) in"|"Assessed"
251523|"PSTPIP1"|"Disease-causing germline mutation(s) in"|"Assessed"
2315|"UBR1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
251510|"DHX37"|"Disease-causing germline mutation(s) in"|"Assessed"
251510|"WT1"|"Candidate gene tested in"|"Not yet assessed"
251510|"DMRT3"|"Candidate gene tested in"|"Not yet assessed"
251510|"SOX9"|"Disease-causing germline mutation(s) in"|"Assessed"
251510|"SRY"|"Disease-causing germline mutation(s) in"|"Assessed"
251510|"WWOX"|"Disease-causing germline mutation(s) in"|"Assessed"
251510|"ZFPM2"|"Disease-causing germline mutation(s) in"|"Assessed"
251510|"GATA4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
251510|"NR0B1"|"Role in the phenotype of"|"Assessed"
251510|"NR5A1"|"Disease-causing germline mutation(s) in"|"Assessed"
251510|"MAP3K1"|"Disease-causing germline mutation(s) in"|"Assessed"
251510|"VAMP7"|"Role in the phenotype of"|"Assessed"
2309|"KRT16"|"Disease-causing germline mutation(s) in"|"Assessed"
2309|"KRT17"|"Disease-causing germline mutation(s) in"|"Assessed"
2309|"KRT6A"|"Disease-causing germline mutation(s) in"|"Assessed"
2309|"KRT6B"|"Disease-causing germline mutation(s) in"|"Assessed"
251393|"COL17A1"|"Disease-causing germline mutation(s) in"|"Assessed"
251393|"ITGB4"|"Disease-causing germline mutation(s) in"|"Assessed"
2307|"SALL4"|"Disease-causing germline mutation(s) in"|"Assessed"
251295|"CRB1"|"Disease-causing germline mutation(s) in"|"Assessed"
251290|"MSX2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
251287|"IMPG1"|"Disease-causing germline mutation(s) in"|"Assessed"
251282|"VAMP1"|"Disease-causing germline mutation(s) in"|"Assessed"
251279|"MFRP"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
251274|"KCNJ5"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
251262|"ACAN"|"Disease-causing germline mutation(s) in"|"Assessed"
251347|"MRE11"|"Disease-causing germline mutation(s) in"|"Assessed"
2289|"NOTCH2NLC"|"Disease-causing germline mutation(s) in"|"Assessed"
2290|"MYO5B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2290|"STX3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
254857|"MT-TT"|"Candidate gene tested in"|"Not yet assessed"
254864|"TRMU"|"Disease-causing germline mutation(s) in"|"Assessed"
254864|"MT-TE"|"Disease-causing germline mutation(s) in"|"Assessed"
2662|"GPC4"|"Disease-causing germline mutation(s) in"|"Assessed"
1475|"PAX2"|"Disease-causing germline mutation(s) in"|"Assessed"
2670|"LAMB2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
254930|"MTRFR"|"Disease-causing germline mutation(s) in"|"Assessed"
254925|"TUFM"|"Disease-causing germline mutation(s) in"|"Assessed"
2697|"VPS33B"|"Disease-causing germline mutation(s) in"|"Assessed"
2697|"VIPAS39"|"Disease-causing germline mutation(s) in"|"Assessed"
254920|"MRPS16"|"Disease-causing germline mutation(s) in"|"Assessed"
254913|"MT-ATP6"|"Disease-causing germline mutation(s) in"|"Assessed"
254913|"ATP5MK"|"Disease-causing germline mutation(s) in"|"Assessed"
254913|"MT-ATP8"|"Disease-causing germline mutation(s) in"|"Assessed"
254913|"ATPAF2"|"Disease-causing germline mutation(s) in"|"Assessed"
254913|"ATP5F1E"|"Disease-causing germline mutation(s) in"|"Assessed"
254913|"ATP5F1A"|"Disease-causing germline mutation(s) in"|"Assessed"
254913|"ATPAF1"|"Candidate gene tested in"|"Not yet assessed"
254913|"ATP5F1D"|"Disease-causing germline mutation(s) in"|"Assessed"
255182|"PDHX"|"Disease-causing germline mutation(s) in"|"Assessed"
2701|"PPP1CB"|"Disease-causing germline mutation(s) in"|"Assessed"
2701|"SHOC2"|"Disease-causing germline mutation(s) in"|"Assessed"
255138|"PDHB"|"Disease-causing germline mutation(s) in"|"Assessed"
255132|"GLRX5"|"Disease-causing germline mutation(s) in"|"Assessed"
2698|"GJB2"|"Disease-causing germline mutation(s) in"|"Assessed"
254886|"POLG"|"Disease-causing germline mutation(s) in"|"Assessed"
254886|"TK2"|"Disease-causing germline mutation(s) in"|"Assessed"
254881|"POLG"|"Disease-causing germline mutation(s) in"|"Assessed"
254875|"TK2"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COX10"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"MT-CO1"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"MT-CO2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
254905|"MT-CO3"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COX6B1"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COX14"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COX4I1"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COX20"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COA3"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COX8A"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
254905|"COX6A2"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"PET117"|"Disease-causing germline mutation(s) in"|"Assessed"
254905|"COX5A"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
254902|"BCS1L"|"Disease-causing germline mutation(s) in"|"Assessed"
254898|"PDSS1"|"Disease-causing germline mutation(s) in"|"Assessed"
254892|"POLG"|"Disease-causing germline mutation(s) in"|"Assessed"
254892|"POLG2"|"Disease-causing germline mutation(s) in"|"Assessed"
254892|"SLC25A4"|"Disease-causing germline mutation(s) in"|"Assessed"
254892|"TWNK"|"Disease-causing germline mutation(s) in"|"Assessed"
254892|"RRM2B"|"Disease-causing germline mutation(s) in"|"Assessed"
2712|"BCOR"|"Disease-causing germline mutation(s) in"|"Assessed"
2717|"FREM1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2704|"HPSE2"|"Disease-causing germline mutation(s) in"|"Assessed"
2704|"LRIG2"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-ATP6"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-ND1"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-ND2"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-ND3"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-ND4"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-ND5"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-ND6"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-TL1"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-TK"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-TW"|"Disease-causing germline mutation(s) in"|"Assessed"
255210|"MT-TV"|"Disease-causing germline mutation(s) in"|"Assessed"
255229|"MPV17"|"Disease-causing germline mutation(s) in"|"Assessed"
2707|"UBE3B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
255235|"RRM2B"|"Disease-causing germline mutation(s) in"|"Assessed"
2710|"GJA1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFA13"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"SDHA"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"SLC19A3"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"SURF1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
255241|"COX15"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFAF2"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFS1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFS2"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFS3"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFS4"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFS7"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFS8"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFV1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFV2"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"PDHA1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFAF5"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFAF6"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"TACO1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"FOXRED1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFA2"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFA10"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFA9"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"MTFMT"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
255241|"LIPT1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"PET100"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
255241|"NDUFA4"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
255241|"ECHS1"|"Disease-causing germline mutation(s) in"|"Assessed"
255241|"NDUFA12"|"Disease-causing germline mutation(s) in"|"Assessed"
255249|"COQ2"|"Disease-causing germline mutation(s) in"|"Assessed"
255249|"PDSS2"|"Disease-causing germline mutation(s) in"|"Assessed"
2728|"SMARCA2"|"Disease-causing germline mutation(s) in"|"Assessed"
2721|"WNT10A"|"Disease-causing germline mutation(s) in"|"Assessed"
260305|"SLC25A38"|"Disease-causing germline mutation(s) in"|"Assessed"
260305|"HSPA9"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2725|"B3GALT6"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"FAM149B1"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"OFD1"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"TMEM216"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"KIF7"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"CPLANE1"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"TCTN3"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"PDE6D"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2754|"TOPORS"|"Disease-causing germline mutation(s) in"|"Assessed"
2754|"KIAA0753"|"Disease-causing germline mutation(s) in"|"Assessed"
2753|"TCTN3"|"Disease-causing germline mutation(s) in"|"Assessed"
2752|"TMEM231"|"Disease-causing germline mutation(s) in"|"Assessed"
2751|"NEK1"|"Disease-causing germline mutation(s) in"|"Assessed"
252128|"SH3PXD2A"|"Part of a fusion gene in"|"Assessed"
252128|"HTRA1"|"Part of a fusion gene in"|"Assessed"
2750|"OFD1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
661|"PHOX2B"|"Disease-causing germline mutation(s) in"|"Assessed"
661|"EDN3"|"Candidate gene tested in"|"Not yet assessed"
661|"GDNF"|"Candidate gene tested in"|"Not yet assessed"
661|"MYO1H"|"Disease-causing germline mutation(s) in"|"Assessed"
661|"BDNF"|"Candidate gene tested in"|"Not yet assessed"
254361|"PLEC"|"Disease-causing germline mutation(s) in"|"Assessed"
2774|"MAFB"|"Disease-causing germline mutation(s) in"|"Assessed"
2770|"TREM2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
